order_value,customer_age,previous_orders,previous_returns,delivery_days,payment_method,customer_rating,return_rate,returned
2453,20,7,0,3,UPI,2.3,0.0,1
5142,35,25,10,7,CARD,2.9,0.4,1
1064,58,4,3,7,UPI,4.6,0.75,1
1468,31,13,10,10,UPI,3.0,0.7692307692307693,1
7654,48,20,10,3,UPI,3.7,0.5,1
9176,44,1,0,1,CARD,3.3,0.0,0
4771,34,8,5,3,COD,3.4,0.625,1
5429,63,14,0,5,UPI,4.9,0.0,1
2437,46,16,0,7,COD,2.9,0.0,1
4254,53,14,5,4,UPI,3.9,0.35714285714285715,1
1135,54,12,3,1,UPI,3.3,0.25,0
6594,43,19,3,6,COD,2.2,0.15789473684210525,1
8091,34,23,10,2,COD,3.5,0.43478260869565216,1
525,39,15,5,3,UPI,4.4,0.3333333333333333,0
9926,42,28,10,4,COD,2.3,0.35714285714285715,1
7974,19,2,2,6,COD,2.2,1.0,1
4061,39,2,0,6,CARD,2.5,0.0,0
2185,22,23,9,7,COD,4.3,0.391304347826087,1
5132,21,22,4,5,UPI,4.2,0.18181818181818182,0
4803,53,19,8,7,CARD,3.7,0.42105263157894735,0
2978,23,25,3,2,COD,3.4,0.12,0
9662,38,26,9,1,COD,4.7,0.34615384615384615,1
9032,30,30,1,10,UPI,4.3,0.03333333333333333,1
7954,54,29,2,8,UPI,4.4,0.06896551724137931,0
4278,42,22,10,1,CARD,4.4,0.45454545454545453,1
1567,43,26,0,2,CARD,3.9,0.0,0
4242,56,26,5,10,UPI,3.4,0.19230769230769232,1
2775,37,22,5,6,COD,4.6,0.22727272727272727,1
6954,50,17,0,1,COD,4.8,0.0,1
1781,31,20,10,10,COD,2.1,0.5,1
2186,53,10,2,3,COD,2.2,0.2,0
2440,34,6,4,7,UPI,4.9,0.6666666666666666,1
4166,38,15,2,8,UPI,2.8,0.13333333333333333,1
7804,63,22,9,4,COD,4.6,0.4090909090909091,1
8520,33,11,2,3,CARD,3.2,0.18181818181818182,1
6168,63,28,9,1,COD,2.4,0.32142857142857145,1
9243,33,5,2,9,COD,2.2,0.4,1
7693,37,1,0,10,UPI,2.5,0.0,0
4303,46,8,4,6,COD,2.7,0.5,1
2276,45,21,3,6,COD,3.5,0.14285714285714285,1
5431,25,28,0,9,COD,4.1,0.0,1
3194,41,12,4,1,COD,5.0,0.3333333333333333,1
3944,20,12,9,6,UPI,3.3,0.75,0
5794,42,5,4,5,CARD,3.6,0.8,1
7731,36,7,3,6,COD,3.6,0.42857142857142855,0
7571,50,4,1,8,COD,3.6,0.25,1
1844,19,6,3,5,UPI,3.6,0.5,1
3344,32,13,6,2,CARD,2.0,0.46153846153846156,0
442,39,20,6,2,COD,2.0,0.3,1
4285,27,30,1,10,COD,2.3,0.03333333333333333,1
8154,35,15,2,5,UPI,2.3,0.13333333333333333,1
7469,39,3,0,3,UPI,4.1,0.0,0
7330,63,23,7,10,COD,2.6,0.30434782608695654,1
7028,44,8,8,3,UPI,4.7,1.0,1
8562,30,20,3,8,COD,4.8,0.15,0
9044,50,16,5,7,UPI,4.9,0.3125,1
6531,22,13,8,1,UPI,4.8,0.6153846153846154,1
3712,43,18,5,5,CARD,2.8,0.2777777777777778,1
1699,30,28,8,9,UPI,3.5,0.2857142857142857,0
2358,44,10,3,4,COD,2.5,0.3,0
5362,31,30,7,1,COD,4.4,0.23333333333333334,1
4239,41,19,8,8,CARD,4.7,0.42105263157894735,1
2235,20,17,3,5,COD,4.6,0.17647058823529413,1
8177,64,24,4,2,COD,3.3,0.16666666666666666,1
1057,47,19,7,1,COD,4.3,0.3684210526315789,1
4023,52,28,9,3,UPI,2.3,0.32142857142857145,1
6970,31,26,5,9,UPI,2.1,0.19230769230769232,1
9441,29,23,6,1,COD,4.3,0.2608695652173913,0
498,45,26,2,4,COD,3.3,0.07692307692307693,1
7444,61,5,3,8,CARD,5.0,0.6,0
1123,46,26,7,8,UPI,2.3,0.2692307692307692,1
4432,60,21,9,10,UPI,4.6,0.42857142857142855,1
4506,34,30,5,8,CARD,3.4,0.16666666666666666,1
2999,57,23,9,10,CARD,4.5,0.391304347826087,1
6778,38,9,8,8,COD,4.5,0.8888888888888888,1
5075,40,12,5,4,CARD,4.7,0.4166666666666667,0
5526,37,21,8,8,COD,2.9,0.38095238095238093,1
6782,28,1,0,9,COD,4.8,0.0,0
2002,51,26,3,7,CARD,2.5,0.11538461538461539,0
2857,27,26,7,2,COD,2.2,0.2692307692307692,0
3546,27,1,0,9,COD,3.3,0.0,0
9863,60,15,3,8,COD,4.5,0.2,1
3149,23,2,1,5,UPI,3.4,0.5,0
1141,53,30,9,3,COD,4.5,0.3,1
2107,41,22,10,7,UPI,4.2,0.45454545454545453,0
5037,29,16,8,2,CARD,2.6,0.5,1
8305,60,25,4,3,UPI,4.8,0.16,0
1443,40,8,3,9,COD,2.2,0.375,1
5896,44,13,1,4,CARD,4.7,0.07692307692307693,0
1666,62,21,0,4,COD,2.9,0.0,0
4157,54,1,0,3,COD,3.5,0.0,0
2166,23,16,6,5,COD,3.3,0.375,0
575,18,29,5,3,UPI,2.5,0.1724137931034483,0
462,23,7,6,9,COD,3.1,0.8571428571428571,1
4562,39,5,1,3,COD,2.6,0.2,1
6702,58,22,7,2,COD,2.6,0.3181818181818182,1
8033,41,29,10,5,COD,2.6,0.3448275862068966,1
2093,42,23,3,6,UPI,3.5,0.13043478260869565,1
8306,32,3,3,1,CARD,4.4,1.0,1
1852,43,12,6,6,UPI,3.7,0.5,1
5740,25,26,4,10,COD,4.7,0.15384615384615385,1
4092,41,16,9,3,COD,3.9,0.5625,1
799,55,19,9,4,CARD,4.1,0.47368421052631576,1
5015,23,5,3,6,COD,4.0,0.6,1
2112,52,22,7,8,CARD,3.3,0.3181818181818182,1
9684,59,25,8,9,COD,4.1,0.32,1
8992,18,29,4,6,CARD,2.2,0.13793103448275862,1
8772,63,14,9,7,COD,4.6,0.6428571428571429,1
4413,53,28,4,5,COD,4.3,0.14285714285714285,0
3837,29,5,1,9,UPI,2.7,0.2,1
9490,55,15,4,4,UPI,4.3,0.26666666666666666,1
5799,28,17,2,10,COD,2.0,0.11764705882352941,1
6648,29,30,6,6,UPI,2.7,0.2,1
8757,59,14,9,5,UPI,2.2,0.6428571428571429,1
7582,56,30,4,1,COD,4.3,0.13333333333333333,1
9182,24,20,7,5,COD,4.3,0.35,1
3769,28,5,0,5,UPI,4.4,0.0,1
7907,53,12,2,9,COD,2.0,0.16666666666666666,1
946,48,16,2,1,UPI,3.5,0.125,0
8704,50,26,8,5,COD,4.1,0.3076923076923077,1
4833,30,26,4,7,COD,2.5,0.15384615384615385,1
1120,35,16,8,6,COD,3.9,0.5,1
9469,58,21,8,6,UPI,2.3,0.38095238095238093,1
7208,41,7,0,7,COD,2.5,0.0,1
2581,26,4,1,6,COD,3.4,0.25,0
3818,48,1,0,5,COD,4.0,0.0,0
9189,58,30,3,10,CARD,2.4,0.1,1
4643,27,30,9,5,COD,2.6,0.3,1
472,19,5,0,9,UPI,2.6,0.0,0
1973,55,23,6,8,COD,2.7,0.2608695652173913,1
2747,32,26,5,10,COD,2.7,0.19230769230769232,1
3364,20,10,6,4,UPI,3.2,0.6,1
4980,60,22,0,4,UPI,4.0,0.0,0
1146,48,5,0,10,CARD,3.3,0.0,0
706,23,4,4,5,CARD,4.3,1.0,1
6919,20,2,0,3,UPI,4.2,0.0,0
8635,28,20,1,8,UPI,2.4,0.05,1
8897,32,10,9,7,UPI,2.1,0.9,1
6560,62,26,10,5,COD,4.6,0.38461538461538464,0
7857,45,19,8,10,CARD,2.2,0.42105263157894735,1
3790,27,26,6,3,UPI,2.4,0.23076923076923078,1
1392,55,1,1,5,UPI,2.1,1.0,1
1664,64,24,0,3,COD,3.9,0.0,0
590,24,5,0,10,COD,3.7,0.0,1
5815,32,13,1,5,CARD,5.0,0.07692307692307693,0
6306,35,4,1,1,COD,4.7,0.25,1
9064,35,16,0,6,COD,3.2,0.0,0
2760,58,24,9,10,COD,3.1,0.375,1
6067,41,16,4,4,CARD,2.9,0.25,0
1411,19,23,4,4,COD,2.5,0.17391304347826086,1
9321,57,2,1,8,CARD,2.4,0.5,1
1739,37,17,5,2,COD,2.4,0.29411764705882354,1
9304,51,28,8,4,CARD,2.3,0.2857142857142857,1
843,60,27,1,2,UPI,2.7,0.037037037037037035,1
8893,43,20,9,1,COD,2.9,0.45,1
9121,24,24,1,10,UPI,4.9,0.041666666666666664,0
1483,55,12,2,3,COD,3.7,0.16666666666666666,0
7880,47,18,6,8,COD,5.0,0.3333333333333333,1
7545,59,3,1,6,CARD,3.1,0.3333333333333333,1
4586,22,28,7,7,COD,3.4,0.25,1
1119,28,1,0,2,COD,3.0,0.0,0
2539,18,1,1,6,COD,2.5,1.0,1
9147,51,29,5,8,COD,2.4,0.1724137931034483,1
6130,18,19,10,8,CARD,4.8,0.5263157894736842,1
5602,36,11,9,4,COD,5.0,0.8181818181818182,1
5863,19,5,2,6,CARD,2.1,0.4,1
5475,38,12,2,5,CARD,2.5,0.16666666666666666,1
707,37,3,2,9,COD,3.3,0.6666666666666666,1
1636,40,1,0,8,COD,2.6,0.0,0
8950,38,1,1,2,CARD,3.1,1.0,1
7554,41,8,6,7,COD,2.4,0.75,1
4716,21,10,4,7,COD,3.4,0.4,1
3822,29,11,3,1,COD,2.8,0.2727272727272727,0
4599,39,12,9,1,UPI,3.1,0.75,1
5237,37,29,3,4,UPI,2.3,0.10344827586206896,0
8311,35,13,3,5,COD,3.3,0.23076923076923078,1
3915,18,12,5,4,COD,4.9,0.4166666666666667,1
8037,47,14,7,7,CARD,3.0,0.5,1
1501,50,2,0,3,UPI,4.6,0.0,0
7570,41,29,5,7,UPI,4.5,0.1724137931034483,0
5385,31,19,3,8,UPI,4.9,0.15789473684210525,0
2355,53,18,10,6,COD,4.4,0.5555555555555556,1
6611,22,3,0,6,UPI,4.0,0.0,1
6565,28,23,8,8,COD,4.6,0.34782608695652173,1
892,41,17,7,8,COD,2.2,0.4117647058823529,1
1678,48,26,9,7,UPI,3.4,0.34615384615384615,0
6596,30,8,0,6,COD,5.0,0.0,1
8648,33,29,1,6,CARD,4.3,0.034482758620689655,1
641,41,26,8,10,COD,4.9,0.3076923076923077,1
2846,30,10,7,6,CARD,4.3,0.7,1
5409,41,26,2,8,CARD,4.6,0.07692307692307693,0
6733,43,30,7,1,COD,4.1,0.23333333333333334,1
4877,19,2,0,5,UPI,4.3,0.0,0
7411,33,19,9,3,COD,3.6,0.47368421052631576,1
2845,55,9,3,8,CARD,4.8,0.3333333333333333,1
8410,63,7,2,6,UPI,4.5,0.2857142857142857,0
9516,18,4,3,2,UPI,4.5,0.75,1
8133,28,26,6,7,UPI,4.0,0.23076923076923078,1
5676,52,21,8,7,COD,2.9,0.38095238095238093,0
8128,60,18,10,5,COD,2.1,0.5555555555555556,1
2280,46,13,1,8,COD,4.8,0.07692307692307693,0
6289,54,11,10,5,UPI,3.8,0.9090909090909091,1
7596,34,29,2,1,UPI,2.9,0.06896551724137931,0
9939,56,24,4,9,UPI,2.4,0.16666666666666666,1
7997,59,4,2,4,COD,4.5,0.5,1
1061,45,25,10,2,UPI,4.5,0.4,0
8546,46,21,7,4,COD,4.4,0.3333333333333333,1
3694,60,29,9,9,CARD,3.9,0.3103448275862069,1
1104,20,25,7,2,CARD,3.1,0.28,1
1469,27,4,3,4,COD,2.9,0.75,1
604,59,10,8,2,COD,2.0,0.8,1
9235,31,5,3,5,COD,4.5,0.6,1
9956,29,9,4,3,UPI,2.3,0.4444444444444444,0
1384,64,24,4,10,UPI,3.9,0.16666666666666666,0
9138,59,3,3,2,UPI,3.5,1.0,1
1925,47,17,6,9,COD,3.6,0.35294117647058826,0
8662,49,3,0,5,UPI,4.8,0.0,0
6011,49,16,7,10,UPI,2.1,0.4375,1
5806,59,4,1,5,COD,4.3,0.25,1
4156,49,18,9,1,UPI,2.2,0.5,0
371,43,17,3,6,COD,2.1,0.17647058823529413,1
8665,18,7,5,7,UPI,3.3,0.7142857142857143,1
2506,59,24,1,1,CARD,2.2,0.041666666666666664,0
9550,19,23,6,9,COD,4.4,0.2608695652173913,1
621,34,30,2,8,CARD,3.6,0.06666666666666667,1
5740,47,5,4,8,UPI,2.1,0.8,1
9601,56,12,2,7,COD,2.1,0.16666666666666666,1
4875,24,17,10,5,UPI,3.8,0.5882352941176471,1
9282,44,23,1,3,UPI,4.4,0.043478260869565216,0
6948,26,13,10,9,COD,3.3,0.7692307692307693,1
6303,39,23,7,7,COD,3.7,0.30434782608695654,1
1673,51,25,5,10,COD,4.4,0.2,1
3443,63,3,0,10,COD,3.8,0.0,1
2381,18,9,0,8,COD,2.7,0.0,1
9841,26,30,6,6,COD,3.8,0.2,1
3296,37,17,7,5,COD,3.9,0.4117647058823529,0
6846,36,17,4,8,CARD,4.2,0.23529411764705882,1
9982,53,30,10,3,COD,3.9,0.3333333333333333,1
6082,57,20,4,7,UPI,4.9,0.2,1
6182,62,16,3,2,UPI,2.6,0.1875,1
5998,21,25,5,3,UPI,4.9,0.2,1
9827,26,22,5,2,COD,3.6,0.22727272727272727,1
8615,58,13,2,5,CARD,4.0,0.15384615384615385,0
8611,39,27,8,7,UPI,2.3,0.2962962962962963,0
8656,35,19,10,10,CARD,3.1,0.5263157894736842,1
9345,29,17,6,10,COD,4.3,0.35294117647058826,1
4724,59,4,0,1,COD,4.1,0.0,0
6759,60,12,6,10,UPI,2.1,0.5,1
7820,56,29,4,9,COD,3.6,0.13793103448275862,0
2974,26,9,4,1,UPI,2.3,0.4444444444444444,1
5873,23,19,1,1,COD,5.0,0.05263157894736842,1
3324,36,12,3,10,UPI,4.7,0.25,0
8871,64,9,5,8,CARD,2.1,0.5555555555555556,1
1553,24,7,1,6,UPI,4.6,0.14285714285714285,0
9281,33,28,10,6,CARD,4.8,0.35714285714285715,1
4054,22,14,6,9,UPI,3.1,0.42857142857142855,1
8334,33,20,10,4,UPI,4.2,0.5,1
1124,18,19,4,8,CARD,3.3,0.21052631578947367,0
2370,54,26,8,4,CARD,4.0,0.3076923076923077,1
5706,56,15,2,2,UPI,3.0,0.13333333333333333,1
2595,36,16,0,8,COD,3.0,0.0,1
8420,54,21,3,7,UPI,3.3,0.14285714285714285,0
8426,34,5,0,4,COD,2.4,0.0,0
5715,43,3,3,9,COD,4.5,1.0,1
2870,39,12,1,9,UPI,3.0,0.08333333333333333,0
3565,25,25,9,8,CARD,3.2,0.36,1
788,50,20,4,1,CARD,4.7,0.2,0
3338,19,27,2,7,COD,3.5,0.07407407407407407,1
9295,47,21,8,5,COD,3.6,0.38095238095238093,1
6863,64,4,3,7,CARD,4.9,0.75,1
4286,37,21,5,9,COD,4.7,0.23809523809523808,0
8731,35,23,1,2,UPI,2.5,0.043478260869565216,0
4470,60,16,5,4,COD,3.4,0.3125,1
6219,27,25,2,4,COD,4.9,0.08,0
756,41,7,3,2,CARD,3.1,0.42857142857142855,0
8222,21,13,8,3,COD,3.1,0.6153846153846154,1
5652,54,21,10,8,COD,2.6,0.47619047619047616,1
3767,21,10,1,9,COD,2.3,0.1,1
4099,30,26,8,6,CARD,4.2,0.3076923076923077,1
6677,42,7,4,10,CARD,4.3,0.5714285714285714,1
7700,30,14,7,2,COD,4.9,0.5,1
1216,35,26,1,2,COD,4.3,0.038461538461538464,0
6670,41,5,5,7,UPI,2.7,1.0,1
2262,19,3,2,8,COD,2.1,0.6666666666666666,1
9230,50,23,9,8,UPI,5.0,0.391304347826087,1
4521,36,29,4,6,COD,3.0,0.13793103448275862,1
3696,26,11,7,10,COD,2.9,0.6363636363636364,1
2013,45,11,9,8,UPI,4.7,0.8181818181818182,1
6456,52,18,0,1,COD,3.8,0.0,1
9843,56,15,4,9,CARD,2.6,0.26666666666666666,1
2513,27,12,2,1,COD,4.7,0.16666666666666666,1
9906,18,9,3,3,COD,5.0,0.3333333333333333,1
1431,59,10,1,9,CARD,2.3,0.1,1
6031,38,26,8,5,COD,4.6,0.3076923076923077,1
3199,26,12,2,9,UPI,3.2,0.16666666666666666,1
3640,64,17,1,9,COD,3.6,0.058823529411764705,1
4256,32,29,9,6,UPI,4.7,0.3103448275862069,1
505,52,6,2,1,UPI,4.9,0.3333333333333333,1
1889,22,7,0,10,COD,2.8,0.0,1
9909,58,14,6,7,CARD,2.6,0.42857142857142855,1
4117,39,13,5,6,UPI,2.2,0.38461538461538464,1
7280,58,8,0,9,COD,3.7,0.0,0
8811,40,10,4,7,UPI,2.0,0.4,1
3136,24,9,2,4,UPI,3.2,0.2222222222222222,0
4062,40,18,0,7,COD,2.2,0.0,0
9842,61,27,3,2,COD,3.2,0.1111111111111111,1
5849,42,26,1,6,COD,2.1,0.038461538461538464,1
3461,44,2,1,6,COD,4.5,0.5,1
9556,58,5,2,2,UPI,2.6,0.4,0
2019,23,29,7,4,UPI,3.0,0.2413793103448276,1
1542,51,5,3,8,CARD,4.6,0.6,0
5760,26,6,6,8,COD,4.2,1.0,1
2426,50,19,6,8,COD,2.7,0.3157894736842105,0
1279,23,8,5,8,UPI,2.2,0.625,1
4406,54,16,8,1,UPI,4.1,0.5,1
6480,48,13,3,2,UPI,3.2,0.23076923076923078,0
7435,51,1,1,4,COD,4.3,1.0,1
1013,58,22,0,9,COD,3.3,0.0,1
5289,46,20,7,3,COD,3.0,0.35,1
2231,31,17,6,6,CARD,3.4,0.35294117647058826,0
8714,53,7,6,7,COD,4.2,0.8571428571428571,1
9295,53,25,2,8,CARD,4.7,0.08,1
9933,32,13,3,7,UPI,2.1,0.23076923076923078,0
6111,25,4,1,3,COD,3.6,0.25,1
2853,43,4,0,6,UPI,2.1,0.0,0
3540,53,6,6,5,CARD,3.4,1.0,1
8076,38,28,5,10,CARD,4.7,0.17857142857142858,1
1341,45,19,4,4,COD,3.1,0.21052631578947367,0
9241,21,29,2,1,COD,4.8,0.06896551724137931,0
8758,33,12,8,7,COD,3.9,0.6666666666666666,1
3097,39,22,4,8,COD,4.8,0.18181818181818182,1
9481,29,7,4,2,UPI,4.3,0.5714285714285714,1
4241,33,27,3,7,CARD,2.3,0.1111111111111111,1
2238,57,10,3,6,COD,2.7,0.3,1
4470,55,26,0,5,UPI,3.2,0.0,0
4883,59,19,6,4,UPI,2.5,0.3157894736842105,0
694,54,7,0,2,COD,3.5,0.0,0
7316,46,30,2,10,COD,3.4,0.06666666666666667,1
1984,35,3,3,6,UPI,4.9,1.0,0
3710,27,13,1,5,CARD,3.3,0.07692307692307693,0
3986,59,13,2,2,UPI,4.4,0.15384615384615385,0
5466,56,18,0,10,COD,4.8,0.0,1
9390,35,28,5,7,COD,4.6,0.17857142857142858,1
5628,18,30,10,6,COD,2.6,0.3333333333333333,1
6881,56,26,10,9,UPI,3.5,0.38461538461538464,1
7093,38,20,6,10,UPI,3.0,0.3,1
9843,18,28,10,5,COD,3.2,0.35714285714285715,1
4858,32,8,1,9,CARD,3.1,0.125,0
7282,21,29,7,9,UPI,4.5,0.2413793103448276,0
7069,37,9,5,1,UPI,3.4,0.5555555555555556,1
7807,27,7,5,5,CARD,3.6,0.7142857142857143,1
7869,40,1,1,9,COD,4.9,1.0,1
6419,58,3,0,7,CARD,2.2,0.0,0
4734,51,13,7,6,COD,3.5,0.5384615384615384,0
6179,63,28,2,6,COD,4.3,0.07142857142857142,0
9090,50,30,2,7,CARD,2.5,0.06666666666666667,0
1512,51,25,10,1,CARD,3.8,0.4,1
3162,56,28,3,4,UPI,2.7,0.10714285714285714,1
3138,27,17,0,1,UPI,4.6,0.0,1
3397,37,25,8,6,UPI,3.0,0.32,1
5496,18,24,7,4,CARD,3.0,0.2916666666666667,1
7404,30,1,1,1,COD,3.8,1.0,1
5930,18,6,5,9,CARD,2.6,0.8333333333333334,1
326,22,21,9,4,UPI,2.9,0.42857142857142855,0
5802,33,6,5,6,UPI,3.2,0.8333333333333334,1
1391,32,26,6,7,COD,3.1,0.23076923076923078,0
2839,45,12,5,8,UPI,3.6,0.4166666666666667,0
1566,48,13,8,9,CARD,3.8,0.6153846153846154,1
9411,40,13,2,9,UPI,3.7,0.15384615384615385,0
6653,62,29,2,8,CARD,4.0,0.06896551724137931,1
6871,60,15,2,10,COD,2.9,0.13333333333333333,1
6883,34,21,9,3,UPI,2.4,0.42857142857142855,1
4739,51,16,2,2,CARD,4.3,0.125,0
9076,30,22,8,5,UPI,4.6,0.36363636363636365,1
3087,31,21,3,1,UPI,2.8,0.14285714285714285,1
9854,28,11,6,3,UPI,3.2,0.5454545454545454,1
4286,45,28,8,1,CARD,3.5,0.2857142857142857,0
2461,59,5,2,3,CARD,3.6,0.4,0
4380,49,4,3,4,COD,4.0,0.75,1
3041,52,3,2,7,CARD,2.1,0.6666666666666666,0
6240,48,19,8,5,COD,4.2,0.42105263157894735,1
3760,34,20,2,5,COD,2.2,0.1,1
4958,64,25,3,1,CARD,3.4,0.12,0
826,26,18,7,8,COD,4.5,0.3888888888888889,1
5214,27,15,5,4,CARD,3.4,0.3333333333333333,0
1575,25,9,4,10,COD,2.4,0.4444444444444444,1
1381,38,17,3,5,COD,5.0,0.17647058823529413,0
5908,30,14,7,2,UPI,4.7,0.5,0
690,22,15,0,1,COD,4.3,0.0,0
3929,23,1,1,9,UPI,3.2,1.0,1
6174,47,21,8,2,COD,2.6,0.38095238095238093,0
3734,48,22,0,6,COD,4.8,0.0,1
3496,34,22,7,1,COD,3.6,0.3181818181818182,1
2140,28,3,3,1,COD,4.6,1.0,1
5214,37,16,8,9,UPI,3.0,0.5,1
2082,26,23,10,4,COD,3.0,0.43478260869565216,1
5108,19,25,4,9,UPI,5.0,0.16,1
3187,54,11,2,5,CARD,3.6,0.18181818181818182,0
5785,18,12,8,7,UPI,2.4,0.6666666666666666,1
3359,21,10,10,1,CARD,2.7,1.0,1
4730,53,16,8,6,COD,3.4,0.5,1
881,42,8,3,8,COD,2.1,0.375,1
5454,20,6,2,1,CARD,3.4,0.3333333333333333,0
1273,26,12,3,9,UPI,3.3,0.25,0
2587,39,24,7,3,UPI,4.3,0.2916666666666667,0
2893,40,28,1,1,UPI,3.1,0.03571428571428571,0
9762,29,21,8,1,COD,4.9,0.38095238095238093,1
4540,27,8,5,6,COD,2.5,0.625,1
2356,51,26,8,6,UPI,3.8,0.3076923076923077,1
8166,60,28,7,1,UPI,2.3,0.25,0
2780,27,4,4,3,UPI,4.2,1.0,1
7457,47,26,0,7,CARD,5.0,0.0,1
2359,39,8,2,10,COD,4.5,0.25,1
6972,23,26,10,3,COD,3.7,0.38461538461538464,1
1827,19,28,1,3,CARD,3.5,0.03571428571428571,0
8419,47,18,4,3,UPI,4.5,0.2222222222222222,1
7280,19,28,4,7,UPI,4.8,0.14285714285714285,1
2185,49,28,4,4,COD,5.0,0.14285714285714285,0
9913,59,5,3,4,COD,3.2,0.6,1
8688,33,9,4,3,UPI,5.0,0.4444444444444444,0
2381,29,4,2,10,COD,2.5,0.5,1
2496,18,27,0,9,CARD,2.8,0.0,0
7364,25,22,4,2,CARD,2.3,0.18181818181818182,1
2797,30,17,8,4,CARD,2.8,0.47058823529411764,1
1101,32,9,8,8,COD,4.3,0.8888888888888888,1
6260,61,1,1,6,UPI,4.6,1.0,1
9490,25,21,2,7,COD,4.3,0.09523809523809523,1
1877,27,20,0,7,COD,3.9,0.0,0
3081,63,13,1,2,COD,3.5,0.07692307692307693,0
5822,22,28,7,4,COD,4.1,0.25,1
8252,36,16,0,10,CARD,3.2,0.0,0
1578,64,29,7,10,COD,4.5,0.2413793103448276,1
1448,55,13,6,6,COD,4.0,0.46153846153846156,1
5850,28,14,7,3,CARD,4.1,0.5,1
6279,60,3,3,9,COD,3.6,1.0,1
9656,37,29,5,4,UPI,4.7,0.1724137931034483,0
7236,37,6,3,10,COD,2.8,0.5,1
6687,38,18,8,2,COD,3.1,0.4444444444444444,1
1258,35,19,2,6,CARD,4.3,0.10526315789473684,1
2248,27,5,1,1,COD,3.5,0.2,0
6315,51,15,3,6,UPI,4.7,0.2,1
4448,43,25,5,10,COD,3.0,0.2,1
2676,47,2,0,1,COD,3.1,0.0,1
4803,26,10,2,8,COD,4.7,0.2,0
3753,63,24,5,5,COD,3.4,0.20833333333333334,1
420,48,30,3,6,COD,3.5,0.1,0
5018,59,18,8,2,UPI,3.0,0.4444444444444444,0
7392,21,27,2,2,UPI,2.8,0.07407407407407407,0
4823,23,13,3,9,COD,4.0,0.23076923076923078,1
7549,31,5,3,3,COD,2.4,0.6,1
5818,21,23,3,6,CARD,4.6,0.13043478260869565,1
7409,43,24,5,10,CARD,4.3,0.20833333333333334,1
4776,64,1,1,5,UPI,2.6,1.0,1
2071,56,22,2,4,CARD,4.1,0.09090909090909091,0
8115,34,1,1,10,COD,3.8,1.0,1
1662,36,18,1,2,COD,2.6,0.05555555555555555,0
5721,23,15,7,8,UPI,2.8,0.4666666666666667,1
8736,46,17,1,10,UPI,3.2,0.058823529411764705,1
8436,28,11,10,7,UPI,4.1,0.9090909090909091,1
8013,33,21,6,2,COD,3.9,0.2857142857142857,0
2268,47,26,8,6,CARD,3.6,0.3076923076923077,1
5953,42,25,0,8,CARD,4.3,0.0,0
7437,57,22,7,7,COD,4.3,0.3181818181818182,1
7216,28,27,6,1,UPI,3.9,0.2222222222222222,0
6391,24,27,5,5,COD,4.4,0.18518518518518517,0
1714,43,17,5,2,COD,3.0,0.29411764705882354,0
2798,39,13,5,6,COD,4.6,0.38461538461538464,1
1201,42,1,0,7,COD,3.8,0.0,1
1233,36,2,1,7,COD,4.5,0.5,1
7099,48,9,0,3,CARD,3.6,0.0,1
8665,43,3,0,7,COD,2.7,0.0,1
5251,59,1,1,5,UPI,3.6,1.0,1
4676,58,21,5,8,COD,3.1,0.23809523809523808,1
678,53,16,9,8,COD,4.1,0.5625,1
715,40,23,10,7,CARD,3.4,0.43478260869565216,1
1391,64,6,2,6,UPI,4.5,0.3333333333333333,0
6497,30,28,9,2,CARD,4.0,0.32142857142857145,1
9803,42,17,0,6,CARD,4.1,0.0,1
471,19,5,0,9,COD,2.7,0.0,1
8534,19,5,4,2,COD,5.0,0.8,1
7978,33,6,4,1,CARD,4.5,0.6666666666666666,1
6208,26,3,0,5,CARD,4.4,0.0,0
8187,45,21,2,6,UPI,3.0,0.09523809523809523,1
3532,30,23,7,3,UPI,3.6,0.30434782608695654,1
987,52,5,5,8,UPI,2.4,1.0,1
6422,58,21,2,7,COD,3.6,0.09523809523809523,1
822,30,5,4,2,UPI,2.4,0.8,1
4041,48,10,3,7,CARD,3.7,0.3,1
3876,38,10,7,1,UPI,3.9,0.7,1
2772,49,19,0,9,COD,3.2,0.0,0
7115,51,17,5,7,COD,3.5,0.29411764705882354,1
5233,25,21,0,6,COD,4.6,0.0,1
7988,58,14,0,2,COD,2.3,0.0,1
5414,19,9,7,3,CARD,4.4,0.7777777777777778,1
4912,55,14,10,1,COD,2.5,0.7142857142857143,1
266,49,1,1,10,COD,2.1,1.0,1
7733,57,19,0,5,COD,2.6,0.0,0
4816,45,13,9,9,UPI,4.3,0.6923076923076923,1
1340,54,13,6,6,UPI,3.2,0.46153846153846156,1
5930,58,4,4,5,COD,4.6,1.0,1
7665,18,30,4,3,COD,3.6,0.13333333333333333,1
9579,58,1,0,5,COD,2.1,0.0,0
4671,27,17,9,8,UPI,4.2,0.5294117647058824,1
3539,21,8,5,2,COD,2.3,0.625,1
748,52,2,1,5,CARD,4.4,0.5,0
7875,27,28,8,6,UPI,2.5,0.2857142857142857,0
8464,64,8,8,10,COD,3.0,1.0,1
398,28,7,7,8,UPI,4.3,1.0,1
771,31,26,4,8,COD,4.9,0.15384615384615385,0
990,55,26,0,5,UPI,3.1,0.0,0
1374,29,2,0,9,COD,4.5,0.0,0
378,62,22,0,4,UPI,2.6,0.0,0
